product_id,product_name,builder_name,first_seen,last_seen,occurrence_count,intelligence_type,evidence_status,target_user,user_problem,what_it_is,usage_flow,ai_role,implementation_idea,learning_points,hands_on_exercise,limitations_or_uncertainties,verticals,region,score,tags,title,url
product-5c74e3424927ba6a,Codex,github-actions[bot],2026-07-29,2026-07-29,1,product_case,first_party,未公开,未公开,OpenAI Codex 发布 rust-v0.146.0，新增会话管理、Agent插件支持和WebSocket远程连接等功能。,,未公开,未公开,,未公开,未公开,,global,7.0,Agent | Codex,openai/codex released rust-v0.146.0,https://github.com/openai/codex/releases/tag/rust-v0.146.0
product-fe25b5f538ee585b,Gemini API Managed Agents,Mariano Cocirio,2026-07-29,2026-07-29,1,model_capability,first_party,未公开,未公开,Google推出Gemini API Managed Agents新功能，支持3.6 Flash模型和Hooks/Triggers。,,未公开,未公开,,未公开,未公开,,global,7.0,Agent | API,"Gemini API Managed Agents: 3.6 Flash, hooks, and more",https://blog.google/innovation-and-ai/technology/developers-tools/expanding-managed-agents-gemini-api-3-6-flash-hooks/
product-22a3ff516ebe297d,Kimi K3,Simon Willison,2026-07-28,2026-07-28,1,model_capability,first_party,未公开,未公开,月之暗面发布Kimi K3模型权重，2.8万亿参数，开源许可变更，值得关注其能力与合规要求。,,未公开,未公开,,未公开,未公开,,china,9.0,模型发布 | 开源 | Kimi,moonshotai/Kimi-K3,https://simonwillison.net/2026/Jul/27/kimi-k3/#atom-everything
product-34a6ccb08c2529cf,DeepsecBench,Eric Dodds,2026-07-28,2026-07-28,1,product_case,first_party,需要在代码上线前自动扫描安全漏洞的开发团队、安全工程师，以及想挑选合适 AI 模型的 AI 产品经理,以前不知道哪个 AI 模型查漏洞又快又准又便宜，只能盲目选最贵的；而且漏掉漏洞代价极高，误报太多又会浪费工程师时间,Vercel 发布的一个公开排行榜，专门测试各种大语言模型在真实开源代码里找安全漏洞的能力，同时告诉你花多少钱、用多少时间。,在 DeepsecBench 网页查看各模型的排行榜，对比分数、成本、耗时 | 根据你的代码复杂度和预算，选择 1-3 个模型组合（比如高精准+低成本搭配） | 通过 Vercel AI Gateway 调用选中的模型，扫描自己的代码仓库 | 根据报告修复漏洞，定期重新扫描或调整模型配置,AI 负责读取代码、分析潜在安全漏洞、输出问题位置和类型；另一个 AI 裁判负责判断 AI 找到的漏洞是否真实存在,核心思路是'考前不泄题'：找一个真实开源项目，截取'漏洞刚被修复前'的那个代码版本，人工标记出 231 个真实漏洞作为标准答案。模型来考试，看它找回多少标准答案（召回率），以及额外报的漏洞有多少是真的（精确率）。为了防止模型靠记忆作弊，考卷内容保密，不公开是哪个项目、哪个版本。,召回率（Recall）：模型找出了多少真实存在的漏洞，漏掉就是风险；精确率（Precision）：模型报的漏洞里有多少是真的，误报就是浪费人力 | F2 分数：一种给召回率'加权重'的算法，因为安全场景里漏掉漏洞比误报更危险，所以召回率比精确率重要两倍 | AI Gateway：一个统一入口，让你可以像切换水电一样，在同一个接口换不同的 AI 模型，方便比价和组合使用,访问 https://vercel.com/ai-gateway/leaderboards/deepsecbench ，对比 GPT-5.6 Sol（最高分$55.98）和 Grok 4.5（$5.60）的分数、召回率、精确率、时间。假设你每月预算$100、代码量中等，写一段 200 字的选型建议，说明你会选哪个模型、什么配置、多久扫一次，并解释为什么。,Vercel 未公开具体使用哪个开源仓库和哪个 commit，无法独立验证'防作弊'效果；排行榜中部分模型名称（如 GPT-5.6 Sol、Claude Opus 5、Grok 4.5）与主流公开命名不一致，是否为内部代号或笔误未确认；Anthropic 的 Fable 5 模型因拒绝安全相关工作未参与测试；文中提到'GPT-5.6 Sol 中等配置得 25.10 分'但表格未展示该行数据,,global,8.0,安全 | 基准测试,DeepsecBench：让 AI 模型比一比谁能更快更省地找出代码里的安全漏洞,https://vercel.com/blog/deepsecbench-evaluating-model-performance-in-finding-cybersecurity-vulnerabilities
product-d2fa6b0996bfe8ab,Cursor,Claire Vo,2026-07-28,2026-07-28,1,builder_insight,reported,未公开,未公开,Maddie Reese分享了她从零编程背景到使用Cursor和Raspberry Pi构建硬件产品的经验，展示了AI在硬件开发中的实际应用。,,未公开,未公开,,未公开,未公开,,global,8.0,Cursor | Hardware | Vibe Coding | Raspberry Pi,From zero coding background to hardware hacker: How Cursor + a Raspberry Pi makes AI fun,https://www.lennysnewsletter.com/p/from-zero-coding-background-to-hardware
product-b395aae343201ce7,未公开（官方未给出独立产品名，属于 Microsoft Security Copilot 生态扩展）,Lucas Ropek,2026-07-28,2026-07-28,1,product_case,reported,企业安全团队、安全分析师,安全分析师面对海量告警和复杂攻击时，手动调查耗时数小时，难以快速识别威胁和响应,微软发布的首个专门用于网络安全的AI模型，以及一个能自主执行安全任务的代理系统,安全分析师用自然语言描述可疑事件或提问 | AI模型分析安全数据并生成威胁摘要与调查建议 | 代理系统自动执行预设的安全操作（如隔离设备、收集证据） | 分析师审核结果并决定后续行动,AI负责解析自然语言查询、关联安全数据生成洞察，并由代理自主执行标准化安全任务,把网络安全领域的日志、告警、威胁情报等数据'喂'给专门训练的AI模型，让它学会识别攻击模式；同时给AI配备'代理'身份，在限定权限内能自己调用安全工具干活，不用每件事都等人批准,Agent（代理）：AI不只是回答问题，还能被授权在系统里实际执行操作，比如自动封禁可疑账号 | 垂直领域模型：通用AI不懂安全行话，需要在专门的安全数据上训练才能看懂告警日志 | Function Calling（函数调用）：AI判断该做什么后，通过调用预定义的安全工具函数来完成实际操作,注册Microsoft Security Copilot免费试用（需企业身份），输入一个模拟告警的自然语言描述，观察AI如何解析并给出调查步骤；对比手动查阅原始日志的效率差异,新模型的具体参数量、训练数据来源、代理系统的权限边界和误操作防护机制均未公开；与现有Security Copilot的功能重叠程度不明,,global,7.5,微软 | 网络安全 | AI模型,微软推出首个网络安全AI模型和代理式网络安全系统,https://techcrunch.com/2026/07/27/microsoft-launches-its-first-cyber-model-and-a-new-agentic-cybersecurity-system/
product-9eefca8ba4717200,GitHub Copilot,Burke Holland,2026-07-28,2026-07-28,1,builder_insight,first_party,未公开,未公开,GitHub官方博客介绍使用Copilot进行原型设计、规划、实现和审查的实用工作流。,,未公开,未公开,,未公开,未公开,,global,7.5,GitHub Copilot | 工作流,The harness is all you need (mostly),https://github.blog/ai-and-ml/github-copilot/the-harness-is-all-you-need-mostly/
product-8e2addeba33dcecc,Inkling,Artificial Analysis,2026-07-28,2026-07-28,1,product_case,reported,未公开,未公开,Artificial Analysis评测了Thinking Machines Lab的Inkling在agentic知识工作上的表现，值得关注其产品能力。,,未公开,未公开,,未公开,未公开,,global,7.0,Agent | Knowledge Work | Evaluation,How Thinking Machines Lab S Inkling Performs On Agentic Knowledge Work,https://artificialanalysis.ai/articles/how-thinking-machines-lab-s-inkling-performs-on-agentic-knowledge-work
product-e0c75917c2f84f80,GitHub Copilot,Christopher Harrison,2026-07-28,2026-07-28,1,builder_insight,first_party,未公开,未公开,GitHub Copilot应用入门指南，教初学者如何开始项目、使用AI代理和画布。,,未公开,未公开,,未公开,未公开,,global,7.0,GitHub Copilot | 入门,GitHub Copilot app for Beginners: Getting started,https://github.blog/ai-and-ml/github-copilot/github-copilot-app-for-beginners-getting-started/
product-3126f4c9d59e5e9d,HeyZoku,Priyanshu Dangi,2026-07-28,2026-07-28,1,early_signal,early_signal,未公开,未公开,HeyZoku允许用户通过语音指挥一群编码代理。,,未公开,未公开,,未公开,未公开,,global,7.0,语音 | 编码代理,HeyZoku,https://www.producthunt.com/products/heyzoku
product-10ecb665d441048e,OpenAI Agents SDK (openai-agents-python),seratch,2026-07-27,2026-07-27,1,model_capability,first_party,用 Python 开发 AI Agent 的工程师，需要模型自动编排多步骤工具调用的场景,"以前 Agent 调用工具是""一步一请示""：模型想查天气→调用天气 API→等结果→再决定下一步。步骤多、延迟高，复杂任务需要来回很多次。用户希望模型能一次性规划好整个工具调用流程，减少往返",OpenAI 官方 Python SDK 的一个新版本，新增「程序化工具调用」功能，让 AI 模型能生成 JavaScript 代码来串联多个工具完成任务,开发者在代码里注册多个工具（如查天气、订机票、发邮件），并标记哪些工具允许被程序化调用 | 用 `ProgrammaticToolCallingTool` 包装这些工具，让模型看到它们的描述和参数 | 用户提出复杂请求（如'查北京天气，如果下雨就给我订明天去上海的机票'），模型自动生成一段 JavaScript 来编排这些工具的调用顺序和条件判断 | SDK 执行这段 JavaScript，按模型写的逻辑调用工具，返回最终结果,"AI 不再只是""选哪个工具""，而是写一段 JavaScript 代码来当""导演""，决定什么时候调用哪个工具、怎么处理中间结果、什么条件下走分支","相当于给模型发了一张""工具清单""和一张""空白剧本纸""。模型根据用户请求，写一段 JavaScript 剧本（比如：先查天气→如果rain=true则调用订票→把结果拼成消息）。这段剧本在受控环境里运行，只能调用你允许的工具，跑完把结果还给用户。开发者可以设""谁能被调用""（allowed_callers）、加审批规则、看执行日志",Tool Calling（工具调用）：模型不只会聊天，还能根据你的描述选择并调用外部功能，比如查数据库或发邮件 | Agent（智能体）：一个能自主规划、调用工具、完成多步骤任务的 AI 系统，不只是单次问答 | Runner streaming / RunState：SDK 里管任务执行和状态追踪的机制，让你能看到 Agent 每一步在干嘛、中途打断或恢复,"30 分钟动手：从 GitHub 拉 openai-agents-python v0.19.0，跑通官方 examples 里的 tool calling 示例。然后自己写两个假工具（一个返回随机天气，一个返回假机票信息），用 ProgrammaticToolCallingTool 包装，让模型写一段 JS 来根据天气决定是否""订票""，观察生成的 JavaScript 和执行日志",未公开：具体哪些 OpenAI Responses 模型支持此功能；JavaScript 执行环境的沙箱隔离细节；allowed_callers 的权限粒度是否支持到用户级别；与第三方 LLM（AnyLLM/LiteLLM）配合时此功能是否可用,,global,9.0,Agent | OpenAI | Tool Calling | JavaScript,OpenAI Agents SDK v0.19.0：让模型自己写 JavaScript 来协调工具,https://github.com/openai/openai-agents-python/releases/tag/v0.19.0
product-cd3ee4b4726e4308,OpenATP,zdw,2026-07-27,2026-07-27,1,builder_insight,early_signal,形式化验证研究者、编译器/密码学开发者、对 AI+数学证明感兴趣的工程师,"传统写代码靠测试找 bug，但测试无法覆盖所有情况；关键系统（如压缩、加密）一旦出错后果严重，需要数学级别的""绝对正确""保证，但人工写形式化证明极其耗时、门槛极高。",一篇技术博客，展示如何用 Lean（一种数学证明语言）+ AI 自动化工具，来形式化验证 zstd 压缩算法的实现没有 bug。,"开发者用 Lean 写出算法实现的""规格说明""（即数学上什么算正确） | AI Agent（如 OpenATP 调用的模型）尝试自动生成证明步骤 | Lean 的验证器检查每一步是否逻辑严谨，不通过则反馈给 AI 继续尝试 | 证明通过后，代码获得形式化保证，可部署到生产环境","AI 充当""证明搜索助手""：在巨大的证明策略空间里尝试构造证明步骤，替代人类手动试错；人类负责定义目标和审查关键步骤。","核心思路是""证明即搜索""：把数学证明看成在规则树里找路径的游戏，AI 用类似下棋的思路预测下一步该用什么定理/变换；Lean 作为""裁判""实时判定每一步是否合法，形成 AI 提议→验证器检查→反馈迭代的闭环。OpenATP 把这个流程打包成可 benchmark 不同 AI 模型的工具。","Lean：一种编程语言，写代码的同时可以写数学证明，编译器会严格检查证明是否成立——可以理解为""不会说谎的代码+数学笔记本"" | Agent：这里指能自主调用工具（如 Lean 验证器）、根据反馈调整行动的 AI 系统，不只是单次问答 | Function Calling：AI 调用外部程序（如 Lean 或 Docker 里的验证环境）的能力，让 AI 能""动手做实验""验证自己的猜测","30 分钟体验：安装 Lean 4（https://lean-lang.org/theorem_proving_in_lean4/），跟着官方教程完成第 1 章""依赖类型入门""，手写一个简单的加法交换律证明（a+b=b+a），感受""代码即证明""的交互过程；有余力可浏览 OpenATP GitHub 看其如何封装模型调用。",原文正文未抓取到，无法确认 zstd 证明的具体完成度和 AI 自动化程度（是全自动还是人机协作）；OpenATP 的成熟度、支持的模型列表未在输入中详述；社区评论提到的 $150k API 成本和一周推理时间暗示当前成本极高，非普遍可用。,,global,7.0,Theorem Proving | AI | Lean | OpenATP,AI 自动定理证明：用 Lean 验证 zstd 压缩算法的正确性,https://www.imperialviolet.org/2026/07/26/zstd-lean.html
product-b6ca14cd12b5e4ed,one-api,Simon Willison,2026-07-27,2026-07-27,1,market_signal,reported,未公开,未公开,调查揭示中国LLM token转售市场，利用开源代理软件one-api/new-api提供折扣API访问。,,未公开,未公开,,未公开,未公开,,china,7.0,LLM | Token Reselling | Fraud | China,An Inside Look at the Relay Market Powering Token Resellers and Fraud,https://simonwillison.net/2026/Jul/26/relay-market/#atom-everything
product-f7405f4becbf49ae,ChatGPT Work,OpenAI Developers,2026-07-26,2026-07-26,1,product_case,first_party,企业团队、需要让 AI 处理涉及登录网站的工作流的用户,以前 AI agent 遇到需要登录的网站就卡住了，用户要么自己手动操作完再交给 AI，要么干脆用不了这类网站；每次新开对话还得重新登录，很麻烦。,OpenAI 给企业团队用的 ChatGPT Work 产品里，AI agent（智能体，能自主执行多步骤任务的 AI）新增了一项能力：可以像真人一样登录需要用户名密码的网站，而且只需登录一次，之后跨会话都能保持登录状态。,用户在 ChatGPT Work 里给 agent 布置任务，agent 遇到需要登录的网站时暂停 | 用户接管云浏览器，自己输入账号密码完成登录 | 用户把控制权交还给 agent，agent 继续执行后续任务 | 下次再用时，登录状态还在，不用重新登录,agent 负责在登录前后执行主要任务；遇到登录障碍时暂停并通知用户接管；登录完成后自动恢复任务流,OpenAI 在云端给每个用户运行了一个浏览器（类似远程控制的 Chrome），用户和 agent 轮流操作这个浏览器。用户登录时，cookie 和登录凭证存在云端，所以下次开新会话还能用。,Agent：不只是回答问题，还能自主决定步骤、调用工具、执行多步任务的 AI 系统 | 云浏览器/远程浏览器：AI 在云端开的真实浏览器，让 AI 能操作网页就像真人一样 | 会话持久化：把登录状态存下来，打破'每次对话从零开始'的限制,找一个你日常需要登录的网站（比如公司内部系统或某个数据分析平台），手动记录完成一个重复任务需要点击几次、输入什么；然后对比：如果 AI 能自动登录并执行，哪些步骤可以省掉？写下 3 个你最想让 agent 自动化的登录后任务。,未公开支持哪些具体网站类型（是否支持 SSO、企业内网、两步验证等）；未说明登录凭证的加密存储细节和安全审计情况；未公开该功能是否额外收费或仅限特定套餐。,,global,8.5,Agent | ChatGPT | Work,ChatGPT Work agent 现在能登录需要账号的网站了,https://twitter.com/OpenAIDevs/status/tweet-2080707685448847418
product-7f7811de59626bc9,Claude Code,ashwin-ant,2026-07-26,2026-07-26,1,product_case,first_party,需要在终端/命令行环境下编写、修改、调试代码的开发者,开发者想直接用自然语言指挥 AI 改代码、跑测试，但担心 AI 自动执行命令时连到不该连的网络地址，或模型能力不够处理大代码库,Anthropic 出品的命令行 AI 编程助手，能在终端里理解代码库、改文件、跑命令,在终端安装并启动 claude，用自然语言描述需求（如'给这个项目加登录功能'） | AI 自动分析代码库，必要时用 /add-dir 添加更多目录到上下文 | AI 提出修改方案，经确认后自动编辑文件、运行命令 | 开发者检查 git diff，确认无误后提交代码,理解代码库结构 → 生成修改方案 → 执行文件编辑和终端命令 → 汇报结果,把大语言模型包进命令行工具，通过 MCP（Model Context Protocol，一种让 AI 调用外部工具的通用接口）连接文件系统、代码库和外部服务；用沙箱限制 AI 执行命令时的网络访问，白名单机制让管理员预先批准可信域名,Context window（上下文窗口）：模型一次能'看'多少字，Opus 5 的 1M 约等于能塞进整本《三体》第一部，让 AI 分析大型代码库不丢线索 | Agent（智能体）：不只是聊天回复，而是能自主决定'我要先读哪个文件、再改哪行、然后跑测试'的 AI 系统 | Function calling（函数调用）：模型不直接生成答案，而是输出结构化指令（如'调用 read_file 工具'），由外部程序执行后再把结果喂回模型,30 分钟练习：安装 Claude Code，找一个自己的 Python 项目，用 /add-dir 把项目根目录加进去，然后问'这个项目的依赖结构有什么风险'，观察它如何分析；接着在设置里打开 sandbox.network.strictAllowlist，尝试让 AI 访问一个未白名单的 URL，看是否被拦截,Opus 5 的 '$10/$50 per Mtok' 具体指输入/输出哪端定价未在 release note 中明示；'fast mode' 的具体速度提升幅度未公开；嵌套 subagent 的 depth-3 限制是否会导致复杂任务中的上下文爆炸需用户自行验证,,global,8.0,工具更新 | Claude Code | Opus 5,Claude Code v2.1.219：新增 Opus 5 模型支持与网络沙箱白名单,https://github.com/anthropics/claude-code/releases/tag/v2.1.219
product-4c264b3bd1bb5ec6,Claude Opus 5,Simon Willison,2026-07-26,2026-07-26,2,model_capability,reported,未公开,未公开,Claude Opus 5发布，性能接近Fable 5，价格减半，在Artificial Analysis排行榜领先。,,未公开,未公开,,未公开,未公开,,global,8.0,模型安全 | 提示注入 | Anthropic | 模型发布 | Claude,Introducing Claude Opus 5,https://simonwillison.net/2026/Jul/24/introducing-claude-opus-5/#atom-everything
product-f72e709087406552,Vercel AI SDK,github-actions[bot],2026-07-26,2026-07-26,1,model_capability,first_party,未公开,未公开,Vercel AI SDK 的 Anthropic 包 v4.0.20 新增 Claude Opus 5 模型、安全回退和对话中工具变更支持。,,未公开,未公开,,未公开,未公开,,global,8.0,AI SDK | Vercel | Anthropic | Claude Opus 5,vercel/ai released @ai-sdk/anthropic@4.0.20,https://github.com/vercel/ai/releases/tag/%40ai-sdk/anthropic%404.0.20
product-acb40eee92118ae4,esp32-ai（GitHub 项目名）,boveyking,2026-07-26,2026-07-26,1,product_case,verified,嵌入式开发者、想做低成本离线语音/文字设备的硬件爱好者、边缘 AI 产品原型设计者,普通 LLM 需要 GPU 或云端服务器，贵且要联网；想在 10 美元以下的微控制器上跑 AI，内存和算力根本不够塞下完整模型,一个开源项目，把 28.9M 参数的轻量 LLM 塞进 ESP32-S3 芯片里离线跑，不用联网就能做 AI 推理,把量化压缩后的轻量模型刷进 ESP32-S3 开发板 | 通过串口或简单接口输入文字提示 | 芯片逐层读取模型权重做推理计算 | 板子输出生成的文字结果,负责在芯片本地逐层计算，把输入的文字提示转换成生成的回复，全程不经过云端,核心用了 'per-layer embedding trick'——不把整个模型塞进内存，而是算到哪一层再从 Flash 临时加载哪一层，像流水线一样分批处理，省下了 90% 以上的内存占用,模型量化（Quantization）：把模型参数从 32 位浮点数砍成 8 位甚至更低，体积和计算量大幅缩水，但精度会轻微下降 | Embedding：把文字转成数字向量的技术，这里每层单独处理而不是一次性加载全部 | 边缘推理 vs 云端推理：在设备本地跑模型能保隐私、省流量，但模型必须够小够轻,花 30 分钟：在 GitHub 下载项目代码，用 PlatformIO 或 Arduino IDE 编译烧录到 ESP32-S3 开发板，输入一句 '你好' 观察串口输出的推理延迟和结果质量,未公开具体模型名称和训练数据；未公开推理速度（token/秒）和实际生成质量评测；未确认是否支持中文；社区提到的 TTS（文字转语音）联动仅为推测，非项目本身功能,,global,8.0,边缘AI | 微控制器 | ESP32 | 开源,在 8 美元微控制器上运行 2800 万参数大语言模型,https://github.com/slvDev/esp32-ai
product-56de04d4111351d5,Presence,至顶网,2026-07-26,2026-07-26,1,product_case,reported,需要自动化客服的企业客户,企业客服人力成本高、响应慢、重复性问题多，需要7×24小时服务但难以实现。,OpenAI发布的一款面向企业客服场景的AI智能体产品，用于自动处理客户咨询。,企业将Presence接入客服渠道（如网站、App、电话） | 客户发起咨询，Presence自动理解问题 | AI生成回复或执行操作（如查订单、改密码） | 复杂问题自动转接人工客服,自动理解客户意图、生成回复、执行标准化操作，并在必要时判断何时转人工。,基于大语言模型做对话理解和生成，通过预设的业务规则和企业知识库来回答常见问题，遇到超范围的情况就升级给真人。,Agent（智能体）：让AI不仅能说话，还能调用工具、执行动作、自主决策的完整系统 | RAG（检索增强生成）：让AI先查企业自己的知识库，再回答，避免胡说八道 | Function Calling（函数调用）：AI识别出'我要查订单'后，自动调用后台系统的查订单功能,用OpenAI API或国内大模型平台，做一个简易客服Demo：上传一份产品FAQ文档，让AI只能根据文档内容回答用户问题，并设置一个触发词（如'转人工'）让对话结束。,产品具体定价、支持哪些接入渠道、是否已正式商用、与OpenAI其他企业产品的关系均未公开；原文仅为至顶网报道，未找到OpenAI官方博客或产品页面确认。,,global,8.0,Agent | 企业服务 | 客服,OpenAI推出企业级客服智能体产品Presence,https://news.google.com/rss/articles/CBMib0FVX3lxTE03ZThBcU9td2xYdTdUZG5nMGtSTFktN3JVcDlocDhaZFctdTZPOVNPU0pUczc3ZXJOUWlNdDBpcE0tZGppY3I0aWtndlIxMnZlY2lfZnIwWjdFcW11dWpoeUVsQTdtNXRITVRkOEN2SQ?oc=5
product-128940a36ea95120,Claude,mellosouls,2026-07-26,2026-07-26,1,model_capability,first_party,未公开,未公开,Anthropic发布Claude 5上下文工程新规则，指导用户如何优化提示词和上下文管理以提升模型表现。,,未公开,未公开,,未公开,未公开,,global,8.0,Claude | 上下文工程 | 提示词,The new rules of context engineering for Claude 5 generation models,https://claude.com/blog/the-new-rules-of-context-engineering-for-claude-5-generation-models
product-dfa01f579da992e9,ChatGPT,OpenAI Developers,2026-07-26,2026-07-26,1,product_case,first_party,未公开,未公开,OpenAI宣布ChatGPT自定义宠物现在支持分享链接，用户可创建链接让朋友领养宠物。,,未公开,未公开,,未公开,未公开,,global,7.5,ChatGPT | Personalization | Social,@OpenAIDevs: Your Pet is ready to meet other builders.  On Chat...,https://twitter.com/OpenAIDevs/status/tweet-2080747505474736162
product-cfb157f59a4054e1,ChatGPT,Justin Jincaid,2026-07-26,2026-07-26,1,product_case,reported,未公开,未公开,OpenAI在ChatGPT中推出个人健康伴侣功能，提供健康相关对话支持。,,未公开,未公开,,未公开,未公开,,global,7.0,Health | ChatGPT,Health in ChatGPT,https://www.producthunt.com/products/openai
product-7cd28a17c83737cd,OpenComputer,Utpal Nadiger 👋📈,2026-07-26,2026-07-26,1,product_case,reported,未公开,未公开,OpenComputer发布托管代理部署服务，简化AI代理的部署流程。,,未公开,未公开,,未公开,未公开,,global,7.0,Agent | Deployment,OpenComputer,https://www.producthunt.com/products/opencomputer
product-1eea3b7ca649b5bd,OpenAI AI Keypad,Lucas Ropek,2026-07-26,2026-07-26,1,product_case,reported,未公开,未公开,TechCrunch试用OpenAI新AI键盘，认为对程序员有趣但对其他人可能神秘。,,未公开,未公开,,未公开,未公开,,global,7.0,Hardware | OpenAI,I tried out OpenAI’s new AI keypad — which will be fun for some coders and slightly mystifying to everyone else,https://techcrunch.com/2026/07/24/i-tried-out-openais-new-ai-keypad-which-will-be-fun-for-coders-and-slightly-mystifying-to-everyone-else/
product-9c2cb5d34b8c0178,ChatGPT Work,Sam Altman,2026-07-26,2026-07-26,1,market_signal,reported,未公开,未公开,Sam Altman转发称10亿用户现在可以用ChatGPT Work从手机创建和发布网站。,,未公开,未公开,,未公开,未公开,,global,7.0,ChatGPT | Work | Website,@sama: RT @pashmerepat: A billion users can now create an...,https://twitter.com/sama/status/tweet-2080713767122591863
product-e0c5af6eb1eddd48,Devin,Sarah Perez,2026-07-26,2026-07-26,1,market_signal,reported,未公开,未公开,Cognition收购Poke，将对话风格融入编程代理Devin，提升AI交互体验。,,未公开,未公开,,未公开,未公开,,global,7.0,AI Agent | 产品收购 | 交互设计,Why Cognition bought Poke: AI personality is becoming a competitive advantage,https://techcrunch.com/2026/07/24/why-cognition-bought-poke-ai-personality-is-becoming-a-competitive-advantage/
product-114612621af7b0da,Claude Opus 5,Latent Space,2026-07-26,2026-07-26,1,model_capability,reported,未公开,未公开,Latent Space简报称Opus 5以Opus价格提供Fable级性能。,,未公开,未公开,,未公开,未公开,,global,7.0,模型发布 | Anthropic,[AINews] Claude Opus 5: Fable-level performance at Opus price (half Fable),https://www.latent.space/p/ainews-claude-opus-5-fable-level
product-157507b966d91100,DeepSeek,oliculipolicula,2026-07-26,2026-07-26,1,market_signal,reported,未公开,未公开,DeepSeek因创始人关于中美算力差距的言论泄露，暂停第二轮融资。,,未公开,未公开,,未公开,未公开,,china,7.0,DeepSeek | 融资 | 算力差距 | 地缘政治,DeepSeek pause fundraise after comments on compute gap to US leaked (transcript) [pdf],https://github.com/demo-zexuan/liang-wenfeng-investor-meeting-2026-7-22/blob/master/%E6%A2%81%E6%96%87%E9%94%8B%E6%8A%95%E8%B5%84%E8%80%85%E4%BA%A4%E6%B5%81%E4%BC%9A-%E6%96%87%E5%AD%97%E7%A8%BF_1_18_translate_20260723201651.pdf
product-ae6c43974b7aa4dc,Cloudflare,alphabetatango,2026-07-26,2026-07-26,1,business_policy,reported,未公开,未公开,Cloudflare为网站提供新的AI流量控制选项，允许屏蔽AI训练爬虫，并将于9月15日起默认屏蔽多用途爬虫。,,未公开,未公开,,未公开,未公开,,global,7.0,Cloudflare | AI训练 | 数据获取 | 政策,Cloudflare's new AI traffic options for customers,https://blog.cloudflare.com/content-independence-day-ai-options/
product-edc675114461f1d4,Debian,zdw,2026-07-26,2026-07-26,1,business_policy,first_party,未公开,未公开,Debian项目提出三项关于LLM辅助贡献的提案，从完全禁止到有条件允许。,,未公开,未公开,,未公开,未公开,,global,7.0,Debian | 开源 | LLM政策,LLM Usage in Debian: Three Proposals,https://www.debian.org/vote/2026/vote_002
product-4e7f64c0383832df,Claude Opus 5,Boris Cherny / Anthropic,2026-07-25,2026-07-25,1,builder_insight,verified,需要高安全 agent 场景的企业开发者,未公开,,,,,,,,AI 产品 | 企业安全,global,8.5,Prompt Injection | Security | Agent | Model Safety,Quoting Boris Cherny,https://simonwillison.net/2026/Jul/25/boris-cherny/#atom-everything
product-14607e2ddff4f03d,Claude Opus 5,Anthropic,2026-07-25,2026-07-25,1,model_capability,verified,企业开发者、需要长上下文和自主 Agent 能力的专业用户,未公开,,,,,,,,AI 产品,global,8.5,Agent | Claude | 多模态 | 自主行为 | 定价策略,Introducing Claude Opus 5,https://simonwillison.net/2026/Jul/24/introducing-claude-opus-5/#atom-everything
product-1882969d4c0e168f,ChatGPT Work agent,OpenAI,2026-07-25,2026-07-25,1,product_case,first_party,ChatGPT Enterprise 和 ChatGPT Business 用户；需管理员启用 Workspace agents 功能,AI agent 无法访问需要身份验证的网站和内部系统，导致自动化工作流在认证环节中断，用户被迫手动完成登录后再切换回 agent，或完全放弃自动化方案,,,,,,,,AI 产品 | 企业自动化,global,8.2,Agent | Enterprise | Browser Automation | Authentication | B2B,ChatGPT Work agent 新增持久化网站登录能力，可接管云浏览器完成身份验证,https://twitter.com/OpenAIDevs/status/tweet-2080707685448847418
product-b24538d65ed04496,ChatGPT Voice（桌面端）,OpenAI,2026-07-25,2026-07-25,1,product_case,reported,ChatGPT Plus、Pro、Business、Edu 和 Enterprise 订阅用户，以知识工作者和需要跨设备协作的团队为主,在桌面深度工作场景中，用户需在 ChatGPT 对话、团队协作（Work）和代码/自动化任务（Codex）间频繁切换输入方式，打断心流状态,,,,,,,,AI 产品 | 生产力工具,global,8.2,Voice UI | Agent | Desktop | Productivity,ChatGPT 语音模式登陆桌面端，联动 Work 与 Codex 实现 agent 任务操控,https://techcrunch.com/2026/07/24/openais-new-voice-mode-makes-it-to-the-chatgpt-desktop-app/
product-ab7a4c1e94adc668,Claude Code,Anthropic,2026-07-25,2026-07-25,1,product_case,first_party,使用终端进行软件开发的工程师、需要代码库级 AI 辅助的技术团队、有自托管和合规需求的企业客户,企业开发者在将 AI coding agent 引入生产环境时面临：模型能力不确定且默认模型频繁变更、沙箱网络访问缺乏强制管控、MCP 配置错误难以定位、自托管部署时权限状态在 runner 重启后丢失、Vim/screen-reader 等辅助工具兼容性差、子代理嵌套深度不足限制复杂任务分解。,,,,,,,,AI 产品 | 开发者工具,global,8.2,AI Coding Agent | CLI 工具 | 企业安全 | MCP | 自托管 | 开发者体验,Claude Code v2.1.219：接入 Claude Opus 5 并强化企业级安全与部署能力,https://github.com/anthropics/claude-code/releases/tag/v2.1.219
